task_1,word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,,,,,,,,
NOT,মতা,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,মতামত,2,2,37,3.304921162,0.054054054,0.178644387,,,,,,,,,,,,,
NOT,মনোভাৱ,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,ময়ুৰ,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,মহাবিদ্যালয়ত,2,2,69,3.304921162,0.028985507,0.095794816,,,,,,,,,,,,,
NOT,মহোদয়,2,2,5,3.304921162,0.4,1.321968465,,,,,,,,,,,,,
NOT,মাইনা,2,2,10,3.304921162,0.2,0.660984232,,,,,,,,,,,,,
NOT,মাখি,2,2,9,3.304921162,0.222222222,0.734426925,,,,,,,,,,,,,
NOT,মাছ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,মাজুলীৰ,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,মাটিত,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,মাতিছিল,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,মাতিব,2,2,49,3.304921162,0.040816327,0.134894741,,,,,,,,,,,,,
NOT,মাতৃ,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,মাতৃৰ,2,2,36,3.304921162,0.055555556,0.183606731,,,,,,,,,,,,,
NOT,মাতে,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,মাধ্যমত,4,2,70,3.304921162,0.057142857,0.188852638,,,,,,,,,,,,,
NOT,মাধ্যমে,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,মানসিকতাক,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,মানুহজনৰ,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,মানেই,3,2,25,3.304921162,0.12,0.396590539,,,,,,,,,,,,,
NOT,মাফ,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,মালটো,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,মাহ,2,2,47,3.304921162,0.042553191,0.140634943,,,,,,,,,,,,,
NOT,মাৰ,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,মাৰিব,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,মাৰ্ঘেৰিটা,2,2,35,3.304921162,0.057142857,0.188852638,,,,,,,,,,,,,
NOT,মিছ,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,মিঞাৰ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,মিডিয়াত,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,মীয়া,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,মুকলি,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,মুক্তিৰ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,মুখত,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,মুছলমানৰ,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,মুঠতে,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,মুল,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,মূল্যবুধ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,মূৰত,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,মূৰ্খ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,মেইন,2,2,36,3.304921162,0.055555556,0.183606731,,,,,,,,,,,,,
NOT,মেছেজ,3,2,35,3.304921162,0.085714286,0.283278957,,,,,,,,,,,,,
NOT,মোই,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,মোবাইল,2,2,35,3.304921162,0.057142857,0.188852638,,,,,,,,,,,,,
NOT,মৰা,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,মৰিগাঁও,3,2,18,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,য়ে,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,যা,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,যাওঁ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,যাওঁক,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,যাচিলো,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,যাত্ৰা,2,2,44,3.304921162,0.045454545,0.150223689,,,,,,,,,,,,,
NOT,"যাব,",2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,যিকোনো,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,যিমানে,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,যুক্তিসংগত,2,2,64,3.304921162,0.03125,0.103278786,,,,,,,,,,,,,
NOT,যুগৰ,2,2,8,3.304921162,0.25,0.82623029,,,,,,,,,,,,,
NOT,যেতিয়া,2,2,77,3.304921162,0.025974026,0.085842108,,,,,,,,,,,,,
NOT,যেনেদৰে,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,যোনে,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,যোৰহাট,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,যৰ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,লগীয়া,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,লজ্জিত,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,লম্বা,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,লাইভ,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,লাগ,2,2,46,3.304921162,0.043478261,0.143692224,,,,,,,,,,,,,
NOT,লাগছে,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,লাগিছিল,2,2,17,3.304921162,0.117647059,0.388814254,,,,,,,,,,,,,
NOT,লাগিছিল।,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,লাচিতত,2,2,11,3.304921162,0.181818182,0.600894757,,,,,,,,,,,,,
NOT,লেট্ৰিনত,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,লৈছা,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,লৰাক,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,শক্তিশালী,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,শতাংশয়েহে,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,শান্তিৰ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,শিকা,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,শুকুৰ,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,শুনিবলৈ,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,শুনিলে,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,শৃংখল,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,শেষ।,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,শ্বেয়াৰ,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,শ্ৰদ্ধা,2,2,81,3.304921162,0.024691358,0.081602992,,,,,,,,,,,,,
NOT,শ্ৰেণীৰ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,সংগীতৰ,2,2,33,3.304921162,0.060606061,0.200298252,,,,,,,,,,,,,
NOT,সংবিধান,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,সংশোধনী,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,সকলোতকৈ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,সকলোৱেই,2,2,41,3.304921162,0.048780488,0.161215666,,,,,,,,,,,,,
NOT,সচাকৈয়ে,2,2,41,3.304921162,0.048780488,0.161215666,,,,,,,,,,,,,
NOT,সজগতাৰ,2,2,9,3.304921162,0.222222222,0.734426925,,,,,,,,,,,,,
NOT,সজাগ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,সত্যৰ,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,সদায়েই,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,সদৌ,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,সন্মানীয়,2,2,46,3.304921162,0.043478261,0.143692224,,,,,,,,,,,,,
NOT,সপোন,3,2,24,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,সভ্য,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,সমষ্টি,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,সমষ্টিৰ,2,2,42,3.304921162,0.047619048,0.157377198,,,,,,,,,,,,,
NOT,সমাজক,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,সমুহ,3,2,37,3.304921162,0.081081081,0.267966581,,,,,,,,,,,,,
NOT,সমূহৰ,2,2,76,3.304921162,0.026315789,0.08697161,,,,,,,,,,,,,
NOT,সম্পদ,2,2,32,3.304921162,0.0625,0.206557573,,,,,,,,,,,,,
NOT,সম্পূর্ণ,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,সম্পূৰ্ণ,2,2,13,3.304921162,0.153846154,0.50844941,,,,,,,,,,,,,
NOT,সম্প্ৰীতি,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,সলাবলৈ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,সাংসদ,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,সামাজিক,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,সাম্প্ৰদায়িক,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,সাৰ,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,সাৱধান,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,সিদ্ধান্ত,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,সুৰক্ষিত,2,2,17,3.304921162,0.117647059,0.388814254,,,,,,,,,,,,,
NOT,সূর্য,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,সেইজনীক,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,সেইটোহে,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,সেইবাবেই,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,সৈই,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,সো,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,সোনোৱাল,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,স্কুল,2,2,42,3.304921162,0.047619048,0.157377198,,,,,,,,,,,,,
NOT,স্কুলত,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,স্বভাৱ,2,2,13,3.304921162,0.153846154,0.50844941,,,,,,,,,,,,,
NOT,স্বাগতম,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,স্বাৰ্থত,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,স্বীকৃতি,2,2,17,3.304921162,0.117647059,0.388814254,,,,,,,,,,,,,
NOT,সৰ্বানন্দ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,হ'ব।,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,হইলো,2,2,17,3.304921162,0.117647059,0.388814254,,,,,,,,,,,,,
NOT,হওক।,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,হল।,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,হা,12,2,31,3.304921162,0.387096774,1.279324321,,,,,,,,,,,,,
NOT,হাই,3,2,33,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,হাজৰিকা,2,2,40,3.304921162,0.05,0.165246058,,,,,,,,,,,,,
NOT,হাল,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,হাহিলো,2,2,33,3.304921162,0.060606061,0.200298252,,,,,,,,,,,,,
NOT,হৃদয়,2,2,44,3.304921162,0.045454545,0.150223689,,,,,,,,,,,,,
NOT,হেঁতেন।,2,2,39,3.304921162,0.051282051,0.169483137,,,,,,,,,,,,,
NOT,হৈছিল,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,হৈছো,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,হোল,2,2,40,3.304921162,0.05,0.165246058,,,,,,,,,,,,,
NOT,হোৱাই,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,হোৱাতো,2,2,13,3.304921162,0.153846154,0.50844941,,,,,,,,,,,,,
NOT,হৰি,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,১,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,২৯৯,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,ৰখা,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,ৰখাব,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,ৰখি,2,2,13,3.304921162,0.153846154,0.50844941,,,,,,,,,,,,,
NOT,ৰঙা,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,"ৰাখক,",2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,ৰাখে,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,ৰাখে।,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,ৰাজ,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,ৰাজধানী,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,ৰাজনীতিত,2,2,44,3.304921162,0.045454545,0.150223689,,,,,,,,,,,,,
NOT,ৰাজবংশী,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,ৰাজহুৱা,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,ৰাতিপুৱা,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,ৰাহুল,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,ৰুটি,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,ৰুবুল,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,ৰূপ,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,ৰোৱা,2,2,41,3.304921162,0.048780488,0.161215666,,,,,,,,,,,,,
NOT,😜,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,🤔,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
HOF,!!!,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,"""""",1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,"""""!",1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,"""......মাইৰা",1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,"""social",1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,"""কেনেকুৱা""",1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,"""নাৰী",1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,"""নিজৰা",1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,"""সোণাগাছি""",1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,#ছাবি,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,#ডোগৰাকোবন,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,%,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,'অসম,1,1,23,3.605951158,0.043478261,0.156780485,,,,,,,,,,,,,
HOF,'ইমৰাণ,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,'ফাট,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,'মিয়া,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,(,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,(nautaki),1,1,23,3.605951158,0.043478261,0.156780485,,,,,,,,,,,,,
HOF,(বৰ্তমান,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
HOF,(লাচিত,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
HOF,(সাংবাদিকৰ),1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,",,",1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,",,,",1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,",,,,,",1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,",,,কম",1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,",,,হয়",1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,",,ৰ",1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,",?",1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,",।",1,1,31,3.605951158,0.032258065,0.116321005,,,,,,,,,,,,,
HOF,",অ",1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,",অভ্দ্ৰ",1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,",আ",1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,",আমাৰ",1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,",ইয়ো",1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,",উতলা",1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,",এ",1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,",একো",1,1,32,3.605951158,0.03125,0.112685974,,,,,,,,,,,,,
HOF,",এতিয়া",1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,",এতিয়া",1,1,27,3.605951158,0.037037037,0.133553747,,,,,,,,,,,,,
HOF,",এনেকুৱা",1,1,29,3.605951158,0.034482759,0.124343143,,,,,,,,,,,,,
HOF,",কাষ্টামাৰ",1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,",কি",1,1,27,3.605951158,0.037037037,0.133553747,,,,,,,,,,,,,
HOF,",কিন্তু",1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,",চকু",1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,",চোৰ,ডকাইত",1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,",জনসঙখা",1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,",জহৰীক",1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,",জাতি",1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,",ডকাতি,মাদাৰী,চুৰ",1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,",দুই",1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,",দুৰ্নীতি",1,1,33,3.605951158,0.03030303,0.109271247,,,,,,,,,,,,,
HOF,",ধৰ্ষণ",1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,",প্ৰকৃততে",1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,",বিজেপিয়ে",1,1,34,3.605951158,0.029411765,0.106057387,,,,,,,,,,,,,
HOF,",ভাৰতীয়",1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,",মন্ত্ৰী",1,1,30,3.605951158,0.033333333,0.120198372,,,,,,,,,,,,,
HOF,",মুছলমানক",1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,",শিকিব",1,1,33,3.605951158,0.03030303,0.109271247,,,,,,,,,,,,,
HOF,",সছা",1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,",সব",1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,",সাজ",1,1,25,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
HOF,",সিহঁতক",1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,",হিন্দু,",1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,",ৰাইজে",1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,",🙏",1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,--!,1,1,24,3.605951158,0.041666667,0.150247965,,,,,,,,,,,,,
HOF,-কেইটা,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,-তাকো,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,-নিদিৰ্ষ্ট,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,-পোনচাতেই,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,-বঙালী,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,-সকলৰ,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,...!,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,.....,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,...মই,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,...মা,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,..।,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,..আৰু,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,..😒,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
HOF,.।,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,.কি,1,1,45,3.605951158,0.022222222,0.080132248,,,,,,,,,,,,,
HOF,.ছালা,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,.পেটত,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,.ভাষা,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,/24,1,1,31,3.605951158,0.032258065,0.116321005,,,,,,,,,,,,,
HOF,09/03/2022,1,1,25,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
HOF,10জন,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,11.6k,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
HOF,1500,1,1,29,3.605951158,0.034482759,0.124343143,,,,,,,,,,,,,
HOF,1936,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,1971,1,1,31,3.605951158,0.032258065,0.116321005,,,,,,,,,,,,,
HOF,1গোট,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,200,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,20জন,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,2তা,2,1,8,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,37,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
HOF,47,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
HOF,5,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,5জি,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
HOF,60-40,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,75,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,80,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,90,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,90%,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
HOF,"90,000",1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
HOF,960,1,1,57,3.605951158,0.01754386,0.063262301,,,,,,,,,,,,,
HOF,99%,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,???,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,????,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
HOF,?????,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,?নে,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
HOF,?৯,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
HOF,AC,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
HOF,AGPক,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
HOF,AJP,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
HOF,APSC,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
HOF,Aapunar,2,1,50,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
HOF,Akand,1,1,31,3.605951158,0.032258065,0.116321005,,,,,,,,,,,,,
HOF,Amsu,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
HOF,BEEO,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
HOF,BJPৰ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
HOF,Best।,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
HOF,Bipasha,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
