,word,word_count,doc_count,doc_len
2890,চল,2,2,17
2891,চলচ্চিত্ৰ,1,1,12
2892,চলনত,1,1,12
2893,চলনাৰে,1,1,19
2894,চলা,1,1,32
2895,চলাই,3,3,58
2896,চলি,6,5,78
2897,চলিব,5,5,57
2898,"চলিব,",1,1,15
2899,চলিলেও,1,1,16
2900,চলিহা,1,1,11
2901,চলিহাক,1,1,6
2902,চলিহাৰ,1,1,15
2903,চলে,2,2,14
2904,চলো,2,2,40
2905,চলোৰে,1,1,24
2906,চহকী।,1,1,16
2907,চহৰতকৈ,1,1,9
2908,চহৰৰ,1,1,20
2909,চা,5,4,22
2910,চাংত,1,1,7
2911,চাংবাদিক!,1,1,8
2912,চাংবাদিকে,1,1,7
2913,চাংবাদিকৰ,1,1,12
2914,চাই,52,49,711
2915,চাই।,1,1,6
2916,চাইচোহে,1,1,9
2917,চাইছে,1,1,14
2918,চাইছো,5,5,66
2919,চাইজৰ,1,1,11
2920,চাইড,1,1,6
2921,চাইলেন,1,1,22
2922,"চাউল,পানী",1,1,15
2923,চাও,5,5,100
2924,চাওঁ,4,3,37
2925,চাওঁতেই,1,1,13
2926,চাওক,2,2,28
2927,চাওক🙏🙏,1,1,19
2928,চাও‌,1,1,6
2929,চাকি,2,2,15
2930,চাকৰি,14,13,214
2931,চাকৰি।মতবিৰোধ,1,1,15
2932,চাকৰিও,1,1,21
2933,চাকৰিৰ,6,6,78
2934,চাগে,20,20,246
2935,চাগে.........মুঠতে,1,1,21
2936,চাগে।,1,1,8
2937,চাগৈ,7,7,99
2938,"চাগৈ,",1,1,12
2939,চাচোন,1,1,9
2940,চাতুৰিৰ,1,1,11
2941,চাদা,1,1,6
2942,চাদৰলৈ,1,1,9
2943,চাধা,2,2,66
2944,চান,1,1,7
2945,চানল,1,1,12
2946,চানা,1,1,19
2947,চানি,2,2,27
2948,চানেকি,1,1,13
2949,চান্দা,1,1,43
2950,চাপোৰ্ট,1,1,19
2951,চাপৰি,2,2,13
2952,চাপৰিত,1,1,11
2953,চাপৰিলে,1,1,20
2954,চাপৰিৰ,1,1,21
2955,চাফা,5,5,55
2956,চাব,18,18,217
2957,চাবলে,2,2,38
2958,চাবলৈ,7,7,77
2959,চাবা,3,3,49
2960,চাবি,2,2,30
2961,চাবো,1,1,23
2962,চাবৰ,1,1,15
2963,চাম,3,3,19
2964,চামক,1,1,17
2965,চামুচ,1,1,14
2966,চামে,1,1,24
2967,চায়,2,2,19
2968,চায়।দয়া,1,1,11
2969,চায়না,1,1,6
2970,চাল,1,1,4
2971,"চাল-চলনে,",1,1,17
2972,চালক,2,2,58
2973,চালা,3,3,14
2974,চালাকি,1,1,4
2975,চালান,1,1,18
2976,চালে,2,2,28
2977,চালেই,2,2,24
2978,চালেহে,1,1,11
2979,চালো,3,3,34
2980,চালোঁ,1,1,22
2981,চাল্লা,2,2,13
2982,চাল্লা!,1,1,17
2983,চাহ,3,3,32
2984,চাহাব,1,1,16
2985,চাহাবে,1,1,16
2986,চাহিদা,1,1,12
2987,চাহীনবাগ,1,1,10
2988,চাহৰ,1,1,11
2989,চাৰ,3,3,37
2990,চাৰ।,1,1,5
2991,চাৰিওটা,1,1,15
2992,চাৰিওফালে,1,1,19
2993,চাৰিজন,1,1,16
2994,চাৰিটা,1,1,15
2995,চাৰিবাৰ,2,2,26
2996,চাৰে,2,2,25
2997,চাৰেতো,1,1,20
2998,চাৰ্কাচৰ,1,1,6
2999,চাৰ্ত,1,1,6
3000,চাৰ্থ,1,1,52
3001,চাৰৰ,3,3,60
3002,চি,5,4,81
3003,চিকা,1,1,34
3004,চিকাৰ,1,1,6
3005,চিকিৎসক,1,1,14
3006,চিকিৎসা,2,2,14
3007,চিকিৎসালয়ত,1,1,8
3008,চিকিৎসাৰ,1,1,5
3009,চিকেন,2,2,20
3010,চিখৰ,1,1,12
3011,চিগাৰেট,1,1,26
3012,চিঙিলে,1,1,10
3013,চিঞৰ,3,2,36
3014,চিঞৰি,9,7,122
3015,চিটি,1,1,8
3016,চিঠিখন,1,1,4
3017,চিত্তৰঞ্জন,1,1,8
3018,চিদা,2,1,52
3019,চিধা,4,4,65
3020,চিধাচিধি,1,1,27
3021,চিধি,1,1,18
3022,চিনা,1,1,12
3023,চিনাকি,2,2,39
3024,চিনাকী,1,1,12
3025,চিনি,5,5,111
3026,চিনিয়ে,1,1,11
3027,চিনিয়েই,2,2,10
3028,চিনে,2,2,7
3029,চিনেমা,6,5,44
3030,চিন্তক,1,1,13
3031,চিন্তধাৰাৰ,1,1,5
3032,চিন্তা,15,14,233
3033,চিন্তাধাৰা,1,1,8
3034,"চিন্তাধাৰা,",2,2,21
3035,চিন্তাধাৰাত,1,1,14
3036,চিন্দিকেত,1,1,10
3037,চিম,3,2,23
3038,চিমেণ্ট,1,1,7
3039,চিমেন্ট,1,1,11
3040,চিয়াৰ,1,1,8
3041,চিলতীয়া,1,1,6
3042,চিৰ,2,2,33
3043,চিৰিয়া,1,1,13
3044,চীনৰ,1,1,11
3045,চুং,1,1,4
3046,চুক্তিক,1,1,42
3047,চুচুৰাই,1,1,6
3048,"চুটমাৰণি,",1,1,10
3049,চুটি,4,3,43
3050,চুটিকৈ,1,1,15
3051,চুতালত,1,1,7
3052,চুতীয়া,1,1,2
3053,চুদন,1,1,5
3054,চুদা,1,1,11
3055,চুদাটোৰ,1,1,8
3056,চুদাসকলৰ,1,1,4
3057,চুদু,1,1,32
3058,চুদুৰভাই,3,3,19
3059,চুদৰ,1,1,9
3060,চুধি....,1,1,13
3061,চুনৰ,1,1,6
3062,চুপ,1,1,14
3063,চুপাৰ,2,2,15
3064,চুমা,2,2,20
3065,চুমাটো,1,1,7
3066,চুমি,7,7,68
3067,চুয়ালিক,1,1,8
3068,চুৰ,3,2,21
3069,চুৰি,1,1,15
3070,চুৰিদাৰ,1,1,12
3071,চুৰৰ,3,3,13
3072,চুৱা,1,1,9
3073,চুৱাছেলেকাৰ,1,1,5
3074,চুৱৰৰ,1,1,12
3075,চূণ,2,2,13
3076,চেই,2,1,42
3077,চেক,1,1,5
3078,চেকেণ্ডাৰীৰ,1,1,22
3079,চেচা,1,1,8
3080,চেচাপানি,1,1,8
3081,চেচেই,1,1,1
3082,চেচেয়া,2,1,6
3083,চেণ্টাৰ,1,1,24
3084,চেত,1,1,6
3085,চেতিয়ালে,1,1,10
3086,চেনাইটি,1,1,28
3087,চেনী,2,2,21
3088,চেনেল,15,14,155
3089,চেনেল.apni,1,1,20
3090,চেনেল.আৰু,1,1,34
3091,চেনেল।,1,1,2
3092,চেনেলটি,1,1,20
3093,চেনেলটো,1,1,7
3094,চেনেলটোত,2,2,36
3095,চেনেলটোৰ,1,1,31
3096,চেনেলত,3,3,28
3097,চেনেলতুয়ে,1,1,9
3098,চেনেলনে,1,1,18
3099,চেনেলে,2,2,40
3100,চেনেলৰ,3,3,30
3101,চেনেহ,1,1,23
3102,চেন্ডেলৰ,1,1,9
3103,চেলফি,1,1,10
3104,চেলাই,1,1,10
3105,চেলাউৰী,2,2,11
3106,চেলেকি,1,1,18
3107,চেলেকে,1,1,4
3108,চেলোৱাৰ,1,1,10
3109,চেষ্টা,6,6,89
3110,চেষ্টায়ে,2,2,21
3111,চেষ্টাৰ,1,1,17
3112,চেহেৰত,1,1,5
3113,চেহেৰা,1,1,11
3114,চোন,1,1,13
3115,চৈ,1,1,17
3116,চোকা,2,1,32
3117,চোচমা,1,1,4
3118,চোন,7,7,67
3119,চোন।,1,1,16
3120,চোলা,3,3,25
3121,চোৰ,5,5,57
3122,"চোৰ,",1,1,16
3123,চোৰজনে,1,1,8
3124,চোৰৰ,2,2,13
3125,চোৱা,6,6,57
3126,চোৱাটো,1,1,13
3127,চোৱাৰ,1,1,14
3128,চ্যানেল,1,1,19
3129,চৰ,4,4,46
3130,"চৰ,লাথি",1,1,7
3131,চৰকাৰ,19,18,259
3132,চৰকাৰক,2,2,37
3133,চৰকাৰলৈ,1,1,15
3134,চৰকাৰী,7,7,93
3135,চৰকাৰীয়েই,1,1,24
3136,চৰকাৰে,24,23,376
3137,"চৰকাৰে,",1,1,20
3138,চৰকাৰৰ,10,10,125
3139,চৰকৰৰ,1,1,15
3140,চৰণত,1,1,10
3141,চৰণীয়া,3,3,31
3142,চৰম,3,3,23
3143,চৰাই,1,1,6
3144,চৰিঅগ্ৰাফাৰ..ফতুৱামি,1,1,7
3145,চৰিএত,1,1,5
3146,চৰিত্র,1,1,16
3147,চৰিত্ৰৰ,1,1,18
3148,চৰিয়াত,1,1,8
3149,চৰে,1,1,10
3150,চৰ্চা,1,1,8
3151,চৰ্দি,1,1,14
3152,চৰৰ,1,1,18
3153,ছ,1,1,7
3154,ছটিয়াই,1,1,16
3155,ছদ্মবেশী,1,1,10
3156,ছবি,3,3,28
3157,ছবিখনৰ,1,1,6
3158,ছবেই,1,1,9
3159,ছয়,1,1,8
3160,ছয়গাঁও,3,3,36
3161,ছলোৱা,1,1,9
3162,ছহিদৰ,1,1,12
3163,ছা,1,1,8
3164,ছাই,4,4,25
3165,ছাক,2,1,11
3166,ছাকৰি,1,1,7
3167,ছাগলী,2,2,19
3168,ছাগলীয়ে,1,1,6
3169,ছাগে,2,2,56
3170,ছাগোলগুলা,1,1,12
3171,ছাছা,1,1,11
3172,ছাড়া,1,1,19
3173,ছাতি,1,1,21
3174,ছাত্ৰ,6,5,65
3175,ছাত্ৰ-ছাত্ৰী,1,1,15
3176,ছাত্ৰ-ছাত্ৰীয়ে,1,1,23
3177,ছাত্ৰ-ছাত্ৰীৰ,2,2,23
3178,ছাত্ৰই,1,1,35
3179,ছাত্ৰসন্থা,1,1,42
3180,ছাত্ৰী,1,1,14
3181,ছাত্ৰীও,1,1,25
3182,ছাত্ৰীক,1,1,20
3183,ছাত্ৰীৰ,1,1,10
3184,ছানি,1,1,8
3185,ছাব,1,1,7
3186,ছাবি,2,2,31
3187,ছাল,1,1,9
3188,ছালকৰ,1,1,19
3189,ছালা,4,4,38
3190,ছাৰ,6,5,77
3191,"ছাৰ,অসমীয়া",1,1,7
3192,ছাৰক,3,3,24
3193,ছাৰে,1,1,14
3194,ছাৰৰ,1,1,14
3195,ছাৱা,1,1,9
3196,ছি:,1,1,5
3197,ছিঃ,4,2,39
3198,ছিগা,1,1,16
3199,ছিঙা,1,1,8
3200,ছিঙিব,1,1,6
3201,ছিধা,1,1,8
3202,ছিলাম,1,1,15
3203,ছিলেন।,1,1,15
3204,ছিহ,1,1,7
3205,ছুতিয়া,1,1,6
3206,"ছুদিৰভাইহত,",1,1,16
3207,ছুদুভাই,1,1,1
3208,ছুদুৰ,1,1,7
3209,ছুদুৰভাই,1,1,8
3210,ছুদুৰ্ভাই,1,1,6
3211,ছূদিলেহে,1,1,5
3212,ছে,3,3,27
3213,ছেক্সী,2,2,16
3214,ছেছেই,1,1,27
3215,ছেট,3,3,27
3216,ছেট।,1,1,12
3217,ছেভ,1,1,23
3218,ছেলেকা,1,1,13
3219,ছেৰি,1,1,17
3220,ছোচিয়েল,2,2,27
3221,ছোদমাৰেনী,1,1,6
3222,ছোন,1,1,10
3223,ছোবালীক,1,1,25
3224,ছোলী,1,1,3
3225,ছোৱালি,3,3,53
3226,ছোৱালিয়েকৰে,1,1,2
3227,ছোৱালিৰ,1,1,15
3228,ছোৱালী,52,50,574
3229,"ছোৱালী,",2,2,29
3230,"ছোৱালী,,",1,1,13
3231,ছোৱালী।যেনেতেনে,1,1,10
3232,ছোৱালীক,9,9,134
3233,ছোৱালীজনী,1,1,4
3234,ছোৱালীজনীৰ,1,1,5
3235,ছোৱালীবিলাকক,1,1,16
3236,ছোৱালীবোৰকজীয়াই,1,1,15
3237,ছোৱালীয়ে,1,1,15
3238,ছোৱালীয়ে,1,1,12
3239,ছোৱালীৰ,2,2,17
3240,ছৌদী,1,1,18
3241,ছয়তানৰ,1,1,2
3242,ছ’চিয়াল,1,1,18
3243,জংঘল,1,1,8
3244,জংঘলত,1,1,10
3245,জংঘলী,1,1,3
3246,জই,2,1,5
3247,জইন,2,2,19
3248,জগত,1,1,11
3249,জগতখনত,1,1,12
3250,জগতত,1,1,13
3251,জগতলৈ,1,1,13
3252,জগতৰ,1,1,12
3253,জগন্য,1,1,7
3254,জগৰত,1,1,21
3255,জগৰীয়া,3,3,49
3256,জঘন্য,4,4,52
3257,জঙৰ,1,1,10
3258,জটিল,2,2,8
3259,জড়িত,1,1,34
3260,জড়িত।,1,1,11
3261,জডিয়তে,1,1,20
3262,জদি,2,2,26
3263,জধা,1,1,5
3264,জধা-মূৰ্খ,2,2,10
3265,জন,11,10,177
3266,জনক,3,3,43
3267,জনকে,1,1,9
3268,জনগণৰ,1,1,13
3269,জনগন,1,1,33
3270,"জনগোষ্ঠী,বড়ো",1,1,9
3271,জনগোষ্ঠীক,1,1,18
3272,জনগোষ্ঠীৰ,2,2,32
3273,জনজাতি,1,1,12
3274,জনজাতীয়,1,1,9
3275,জনতা,3,3,23
3276,জনতাই,2,2,32
3277,জনতাৰ,3,3,57
3278,জননি,1,1,17
3279,জনপ্রতিনিধি,1,1,17
3280,জনপ্ৰিয়,2,2,43
3281,জনপ্ৰিয়,3,3,28
3282,জনসাধাৰণৰ,1,1,25
3283,জনা,1,1,7
3284,জনাইছো,1,1,5
3285,জনাইছোঁ,2,2,24
3286,জনাওঁ,1,1,16
3287,জনাব,4,4,40
3288,জনাবনে?,1,1,8
3289,জনালো,1,1,29
3290,জনালোঁ,4,4,77
3291,জনালোঁ।,1,1,13
3292,জনি,5,5,76
3293,"জনি,",1,1,10
3294,জনিক,2,2,21
3295,জনিক।,1,1,19
3296,জনিত,1,1,21
3297,জনিৰ,4,4,35
3298,জনী,19,19,162
3299,জনীক,11,11,99
3300,জনীয়ে,1,1,12
3301,জনীহে,1,1,5
3302,জনীয়ে,3,3,28
3303,জনীয়েই,1,1,18
3304,জনীৰ,7,7,68
3305,জনীৰে,1,1,14
3306,জনে,8,8,100
3307,জনে।,1,1,11
3308,জনেই,1,1,13
3309,জনোৱা,3,2,30
3310,জন্তূ,1,1,8
3311,জন্ম,11,11,150
3312,জন্মদিয়া,1,1,16
3313,জন্মৰ,1,1,19
3314,জন্য,2,2,27
3315,জনৰ,2,2,18
3316,জপিয়াই,2,2,27
3317,জবা,1,1,5
3318,জবাবদিহি,1,1,36
3319,জমজ,1,1,24
3320,জয়,15,15,174
3321,জয়।,2,2,31
3322,জয়টো,1,1,13
3323,জয়ী,1,1,17
3324,জল,2,1,9
3325,জলকীয়া,3,3,23
3326,জলকীয়া,4,4,36
3327,জলকীয়াৰ,1,1,11
3328,জলসম্পদ,1,1,33
3329,জলাই,2,2,9
3330,জলাব,1,1,8
3331,জলালি,1,1,10
3332,জলালে,1,1,13
3333,জলি,1,1,10
3334,জহঢ়া,1,1,5
3335,জহনী,3,3,25
3336,জহনীযোৱা,1,1,4
3337,জহিনী,1,1,10
3338,জহেশ্বৰ,1,1,2
3339,জহৰা,12,12,91
3340,জহৰাক,1,1,13
3341,জহৰি,1,1,9
3342,জহৰী,1,1,1
3343,জাই,2,2,52
3344,জাওতে,1,1,11
3345,জাকেই,1,1,15
3346,জাগিছে,1,1,14
3347,জাগে,1,1,15
3348,জাছিলু,1,1,4
3349,জাছিলোঁ,1,1,6
3350,জাত,7,7,60
3351,জাত-পাত,1,1,7
3352,জাত।,2,2,19
3353,জাতি,12,12,171
3354,"জাতি,",1,1,14
3355,জাতি।,3,3,56
3356,জাতিক,2,2,30
3357,জাতিটোতকৈ,1,1,18
3358,জাতিটোৰ,1,1,13
3359,জাতিদ্ৰোহী,1,1,33
3360,জাতিয়ে,1,1,7
3361,জাতিৰ,6,6,70
3362,জাতিৰে,1,1,17
3363,জাতীয়,1,1,9
3364,জাতীয়তাবাদ,1,1,24
3365,জাতীয়তাবাদীৰ,1,1,20
3366,জাতীয়,2,2,44
3367,জাতৰ,2,1,20
3368,জাতৰ।,1,1,15
3369,জাদা,1,1,3
3370,জানা,3,3,31
3371,"জানা,আনক",1,1,10
3372,জানাজা,1,1,8
3373,জানি,2,2,18
3374,জানিব,4,4,64
3375,জানিবলৈ,1,1,37
3376,জানে,11,11,143
3377,জানে।,2,2,18
3378,জানে।।,1,1,17
3379,জানেনে,2,2,24
3380,জানেনে?,1,1,14
3381,জানেনে।,1,1,10
3382,জানো,12,12,145
3383,জানো!,1,1,8
3384,জানো..,1,1,5
3385,জানো?,1,1,13
3386,জাপ,1,1,9
3387,জাপানত,1,1,14
3388,জাপি,1,1,14
3389,জাব,1,1,8
3390,জাবাৰা,1,1,8
3391,জাবি,1,1,32
3392,জাবেদ,1,1,11
3393,জাবৰ,1,1,1
3394,জাভেদক,1,1,13
3395,জাম,2,2,23
3396,জামান,1,1,16
3397,জাল,2,2,21
3398,জালুকবাৰী,1,1,12
3399,জালুকবাৰী),1,1,18
3400,জাহান্নামত,1,1,8
3401,জাহ্নৱী,1,1,14
3402,জাৰয,1,1,15
3403,জাৱ,1,1,16
3404,জাৱই,1,1,31
3405,জাৱেদক,1,1,9
3406,জাৱৰ,2,2,25
3407,জি,1,1,11
3408,জিকা,2,2,36
3409,জিকালে,1,1,18
3410,জিকি,1,1,7
3411,জিকিব,4,3,39
3412,জিকিবলৈ,1,1,14
3413,জিকে,1,1,9
3414,জিতি,1,1,9
3415,জিনছ,1,1,18
3416,জিন্দা,1,1,11
3417,জিন্দাবাদ,11,10,72
3418,"জিন্দাবাদ,আম",2,2,23
3419,জিন্দাবাদ।,2,2,16
3420,জিবন,1,1,14
3421,জিবনত‌,1,1,11
3422,জিবস্রষ্ঠা,1,1,2
3423,জিবি,2,2,19
3424,জিবুৰ,1,1,39
3425,জিভাখন,1,1,9
3426,জিভাখনত,1,1,7
3427,জিভাখনো।,1,1,16
3428,জিমানে,1,1,21
3429,জিলা,2,2,26
3430,জিলা🤣🤣🤣,1,1,10
3431,জিহাদ,1,1,19
3432,জিয়াই,1,1,6
3433,জী,2,2,20
3434,জীক,1,1,15
3435,জীবন,1,1,8
3436,জীবনে,1,1,5
3437,জীয়া,1,1,25
3438,জীয়াই,8,8,79
3439,জীয়েক,1,1,15
3440,"জীয়েক,",1,1,18
3441,জীয়েক?,1,1,5
3442,জীয়ৰি,1,1,17
3443,জীয়াই,8,8,90
3444,জীয়েকক,1,1,11
3445,জীয়েককেইজনীকো,1,1,10
3446,জীয়ৰী,1,1,12
3447,জীৱ,1,1,23
3448,জীৱ-জন্তু,1,1,14
3449,জীৱই,1,1,14
3450,জীৱন,8,8,122
3451,"জীৱন,,,,,,,",1,1,14
3452,জীৱনক,1,1,18
3453,জীৱনত,6,5,55
3454,জীৱনৰ,3,3,31
3455,জুই,12,12,96
3456,জুইত,1,1,24
3457,জুখিব,1,1,11
3458,জুটি,1,1,11
3459,জুতা,1,1,5
3460,জুনে,1,1,14
3461,জুপ,1,1,26
3462,জুবিন,17,13,187
3463,জুবিনদা,1,1,7
3464,জুম,2,2,14
3465,জুলি,1,1,14
3466,জুৰাব,1,1,18
3467,জুৰি,3,2,38
3468,জুৱিন,1,1,21
3469,জূকতী,1,1,5
3470,জে,15,14,239
3471,জে.হে,1,1,45
3472,জেক,1,1,45
3473,জেকচনৰ,1,1,5
3474,জেগাত,3,3,18
3475,জেনীক,1,1,21
3476,জেনেকে,1,1,30
3477,জেপি,1,1,5
3478,জেমছ,1,1,34
3479,জেল,3,3,32
3480,জেলত,7,7,67
3481,জেললৈ,3,3,44
3482,জেলৰ,2,2,33
3483,জেহাদ,1,1,13
3484,জেহাদি,2,1,4
3485,জেহাদিক,1,1,12
3486,জেহাদী--একেটা,1,1,15
3487,জেহাদীতোক,1,1,7
3488,জেহাদীৰ,1,1,4
3489,জৈৱ,1,1,7
3490,জোঁৱাই।,1,1,6
3491,জোকাই,1,1,12
3492,জোডি,1,1,8
3493,জোতাৰ,1,1,7
3494,জোতাৰে,1,1,7
3495,জোনমনি,1,1,20
3496,জোনি,3,3,42
3497,জোনি।,1,1,4
3498,জোনৰ,1,1,15
3499,জোপাত,1,1,6
3500,জোপিয়া,1,1,10
3501,জোপিয়াই,1,1,10
3502,জোলন,1,1,4
3503,জোল্ডি,1,1,5
3504,জোৰ,2,2,16
3505,জোৰত,1,1,3
3506,জোৱা,2,2,29
3507,জোৱাই,1,1,17
3508,জোৱান,1,1,11
3509,জ্ঞান,7,6,68
3510,জ্ঞানী,2,2,59
3511,জ্ঞানীপুৰুষে,1,1,20
3512,জ্ঞানৰ,3,3,38
3513,জ্বলন্ত,1,1,8
3514,জ্বলা,1,1,24
3515,জ্বলাই,2,2,24
3516,জ্বলাটো,1,1,17
3517,জ্বলাবোৰ,1,1,17
3518,জ্বলায়,1,1,5
3519,জ্বলিছ,1,1,2
3520,জ্বলিছে,1,1,4
3521,জ্বলিব.,1,1,34
3522,জ্বলিবই,1,1,17
3523,জ্বলোৱা,1,1,13
3524,জয়,13,13,176
3525,জয়।,1,1,3
3526,জয়চন্দ,1,1,15
3527,জয়ন্ত,1,1,14
3528,জৰিত,3,3,33
3529,জৰিয়তে,1,1,21
3530,জৰুৰী,1,1,8
3531,জৰুৰী।ইংৰাজী,1,1,16
3532,জৰৰি,1,1,30
3533,জৱাব,1,1,19
3534,জ‌য়,1,1,4
3535,ঝুঁকি,1,1,5
3536,ট,2,2,51
3537,টই,3,3,82
3538,টকা,26,25,364
3539,টকা-প,1,1,13
3540,টকা?,1,1,27
3541,টকাই,1,1,5
3542,টকাকৈ,1,1,30
3543,টকাত,3,3,27
3544,টকাৰ,4,4,65
3545,টকাৰে,1,1,20
3546,টনা-আঁজোৰা,2,2,19
3547,টপ,1,1,7
3548,টপস্পষ্টভাৱে,1,1,11
3549,টা,7,7,92
3550,টাই,2,2,34
3551,টাইক,1,1,12
3552,টাইট,2,2,18
3553,টাইম,4,4,57
3554,টাইমত,1,1,6
3555,টাইৰ,1,1,14
3556,টাউনৰ,1,1,26
3557,টাঙোন,1,1,7
3558,টাটা,1,1,30
3559,টান,2,2,26
3560,টানি,1,1,13
3561,টাৰ,2,2,84
3562,টাৱাৰো,1,1,22
3563,টি,3,3,30
3564,টিকট,1,1,12
3565,টিকটক,1,1,8
3566,টিকাটো,1,1,6
3567,টিকাত,3,3,34
3568,টিকাৰ,1,1,15
3569,টিকিব,1,1,6
3570,টিভি,1,1,11
3571,টিভিত,1,1,14
3572,টিম,1,1,13
3573,টিলিঙা,2,1,8
3574,টিৰপাল,1,1,11
3575,টু,7,7,61
3576,টুক,2,2,15
3577,টুকাৰ,1,1,15
3578,টুকিছে।,1,1,12
3579,টুকুৰ,1,1,9
3580,টুকুৰা,1,1,9
3581,টুপী,1,1,15
3582,টুমাৰ,1,1,4
3583,টুলোনা,1,1,11
3584,টুৰে,1,1,4
3585,টেংটেঙীয়া,1,1,5
3586,টেক,1,1,14
3587,টেক.অৰু,1,1,45
3588,টেঙা,2,2,14
3589,টেটূ,1,1,6
3590,টেন,1,1,7
3591,টেনশন,1,1,3
3592,টেম্বা,1,1,6
3593,টেলেনট,2,2,6
