word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,
ছুড়ে,2,1,18,3.10754913,0.111111111,,,,,,,
ছেড়ে,5,5,146,2.408579125,0.034246575,,,,,,,
"ছেড়ে,",1,1,14,3.10754913,0.071428571,,,,,,,
ছেন,1,1,14,3.10754913,0.071428571,,,,,,,
ছেলে,15,14,443,1.961421094,0.033860045,,,,,,,
ছেলে.,2,2,39,2.806519134,0.051282051,,,,,,,
ছেলে।,2,2,16,2.806519134,0.125,,,,,,,
ছেলেকে,1,1,22,3.10754913,0.045454545,,,,,,,
"ছেলেকে,",1,1,29,3.10754913,0.034482759,,,,,,,
ছেলেটাকে,1,1,26,3.10754913,0.038461538,,,,,,,
ছেলেদের,8,7,276,2.26245109,0.028985507,,,,,,,
ছেলেমেয়েদের,1,1,17,3.10754913,0.058823529,,,,,,,
ছেলেমেয়েদেরই,2,1,132,3.10754913,0.015151515,,,,,,,
ছেলেমেয়েরা,1,1,32,3.10754913,0.03125,,,,,,,
ছেলের,1,1,22,3.10754913,0.045454545,,,,,,,
ছেলেরে,1,1,17,3.10754913,0.058823529,,,,,,,
ছেড়ে,4,4,74,2.505489138,0.054054054,,,,,,,
ছো,1,1,19,3.10754913,0.052631579,,,,,,,
ছোট,15,13,350,1.993605777,0.042857143,,,,,,,
ছোটও,1,1,12,3.10754913,0.083333333,,,,,,,
ছোটবেলায়,1,1,15,3.10754913,0.066666667,,,,,,,
ছোটমা,1,1,27,3.10754913,0.037037037,,,,,,,
ছোটলোক,1,1,7,3.10754913,0.142857143,,,,,,,
ছোটাবে,1,1,6,3.10754913,0.166666667,,,,,,,
ছোটো,1,1,18,3.10754913,0.055555556,,,,,,,
ছোট্ট,2,2,71,2.806519134,0.028169014,,,,,,,
ছোড়াছুড়ি,1,1,77,3.10754913,0.012987013,,,,,,,
ছোলা,1,1,14,3.10754913,0.071428571,,,,,,,
জকের,1,1,54,3.10754913,0.018518519,,,,,,,
জখোন,1,1,15,3.10754913,0.066666667,,,,,,,
জগতে,1,1,42,3.10754913,0.023809524,,,,,,,
জগৎ,1,1,45,3.10754913,0.022222222,,,,,,,
জঘণ্য,1,1,9,3.10754913,0.111111111,,,,,,,
জঘন্য,5,5,150,2.408579125,0.033333333,,,,,,,
জঘন্যতম,1,1,19,3.10754913,0.052631579,,,,,,,
জঙ্গিদের,1,1,20,3.10754913,0.05,,,,,,,
জটিলতা,1,1,20,3.10754913,0.05,,,,,,,
জড়িয়ে,1,1,27,3.10754913,0.037037037,,,,,,,
জড়িয়েছেন,1,1,90,3.10754913,0.011111111,,,,,,,
জন,8,7,183,2.26245109,0.043715847,,,,,,,
জনক,1,1,61,3.10754913,0.016393443,,,,,,,
জনকারী,1,1,11,3.10754913,0.090909091,,,,,,,
জনকে,3,3,119,2.630427875,0.025210084,,,,,,,
জনগণ,9,9,379,2.15330662,0.023746702,,,,,,,
জনগণ।,1,1,36,3.10754913,0.027777778,,,,,,,
জনগণকে,1,1,8,3.10754913,0.125,,,,,,,
জনগণের,5,5,215,2.408579125,0.023255814,,,,,,,
জনগন,5,4,158,2.505489138,0.03164557,,,,,,,
জনগনের,3,1,119,3.10754913,0.025210084,,,,,,,
জনগনেরই,1,1,14,3.10754913,0.071428571,,,,,,,
জনপ্রতিনিধি,1,1,10,3.10754913,0.1,,,,,,,
জনসাধারণ,1,1,48,3.10754913,0.020833333,,,,,,,
জনসাধারণদের,1,1,13,3.10754913,0.076923077,,,,,,,
জনসাধারণের,2,2,158,2.806519134,0.012658228,,,,,,,
জনসেবা,1,1,104,3.10754913,0.009615385,,,,,,,
জনি,1,1,17,3.10754913,0.058823529,,,,,,,
জনিত,1,1,20,3.10754913,0.05,,,,,,,
জনের,1,1,14,3.10754913,0.071428571,,,,,,,
জন্ম,5,5,189,2.408579125,0.026455026,,,,,,,
জন্ম।,1,1,5,3.10754913,0.2,,,,,,,
জন্মগ্রহণ,1,1,104,3.10754913,0.009615385,,,,,,,
জন্মগ্ৰহন,1,1,25,3.10754913,0.04,,,,,,,
জন্মদিন,1,1,42,3.10754913,0.023809524,,,,,,,
জন্মা,1,1,45,3.10754913,0.022222222,,,,,,,
জন্মে,1,1,52,3.10754913,0.019230769,,,,,,,
জন্মেছি,1,1,14,3.10754913,0.071428571,,,,,,,
জন্মের,3,3,54,2.630427875,0.055555556,,,,,,,
জন্য,108,96,3256,1.125277897,0.033169533,,,,,,,
"জন্য,",1,1,23,3.10754913,0.043478261,,,,,,,
জন্য।,4,4,173,2.505489138,0.023121387,,,,,,,
জন্য।তখন,1,1,104,3.10754913,0.009615385,,,,,,,
জন্য।❤️,1,1,17,3.10754913,0.058823529,,,,,,,
জন্যই,6,6,189,2.329397879,0.031746032,,,,,,,
জন্যে,2,2,91,2.806519134,0.021978022,,,,,,,
জন্য🙏🙏🙏,1,1,20,3.10754913,0.05,,,,,,,
জন‍্য,7,6,114,2.329397879,0.061403509,,,,,,,
জন‍্য।।।কথা,1,1,17,3.10754913,0.058823529,,,,,,,
জন‍্যই,1,1,45,3.10754913,0.022222222,,,,,,,
জবরদস্তি,1,1,44,3.10754913,0.022727273,,,,,,,
জবাই,1,1,17,3.10754913,0.058823529,,,,,,,
জবাব,1,1,41,3.10754913,0.024390244,,,,,,,
জব্বর!,1,1,41,3.10754913,0.024390244,,,,,,,
জমা,1,1,27,3.10754913,0.037037037,,,,,,,
জমাচ্ছে।,1,1,9,3.10754913,0.111111111,,,,,,,
জমি,2,2,28,2.806519134,0.071428571,,,,,,,
"জমি,",1,1,26,3.10754913,0.038461538,,,,,,,
জমে,2,2,19,2.806519134,0.105263158,,,,,,,
জমেছে,1,1,8,3.10754913,0.125,,,,,,,
জয়,12,8,305,2.204459143,0.039344262,,,,,,,
জয়তু,1,1,8,3.10754913,0.125,,,,,,,
জরুরি,1,1,26,3.10754913,0.038461538,,,,,,,
জর্জ,2,2,45,2.806519134,0.044444444,,,,,,,
জর্জরিত😁,1,1,23,3.10754913,0.043478261,,,,,,,
জল,2,2,201,2.806519134,0.009950249,,,,,,,
জলহস্তী,1,1,6,3.10754913,0.166666667,,,,,,,
জলে,1,1,5,3.10754913,0.2,,,,,,,
জহর,1,1,18,3.10754913,0.055555556,,,,,,,
"জহর,",1,1,13,3.10754913,0.076923077,,,,,,,
জাগছে!!!,1,1,14,3.10754913,0.071428571,,,,,,,
জাগাবে।,1,1,26,3.10754913,0.038461538,,,,,,,
জাগিয়ে,1,1,196,3.10754913,0.005102041,,,,,,,
জাগুক,1,1,14,3.10754913,0.071428571,,,,,,,
জাগো),1,1,63,3.10754913,0.015873016,,,,,,,
জাতি,2,2,127,2.806519134,0.015748031,,,,,,,
জাতিকে,1,1,36,3.10754913,0.027777778,,,,,,,
জাতির,4,3,141,2.630427875,0.028368794,,,,,,,
জাতীয়,1,1,21,3.10754913,0.047619048,,,,,,,
জাতীয়,2,2,161,2.806519134,0.01242236,,,,,,,
জানতাম,5,5,79,2.408579125,0.063291139,,,,,,,
জানতে,11,10,458,2.10754913,0.024017467,,,,,,,
জানতেন,1,1,26,3.10754913,0.038461538,,,,,,,
জানতো,1,1,10,3.10754913,0.1,,,,,,,
জাননেওয়ালাও,1,1,19,3.10754913,0.052631579,,,,,,,
জানলা,2,1,14,3.10754913,0.142857143,,,,,,,
জানলাম,4,4,101,2.505489138,0.03960396,,,,,,,
জানলেই,1,1,14,3.10754913,0.071428571,,,,,,,
জানা,4,4,130,2.505489138,0.030769231,,,,,,,
জানাই,4,4,126,2.505489138,0.031746032,,,,,,,
জানাই!,1,1,18,3.10754913,0.055555556,,,,,,,
জানাই।,3,3,146,2.630427875,0.020547945,,,,,,,
জানাই।আগামী।,1,1,7,3.10754913,0.142857143,,,,,,,
জানাচ্ছি,3,3,52,2.630427875,0.057692308,,,,,,,
জানাছিল,1,1,7,3.10754913,0.142857143,,,,,,,
জানানো,1,1,13,3.10754913,0.076923077,,,,,,,
জানায়,1,1,29,3.10754913,0.034482759,,,,,,,
জানার,1,1,23,3.10754913,0.043478261,,,,,,,
জানালা,3,3,41,2.630427875,0.073170732,,,,,,,
জানালার,1,1,12,3.10754913,0.083333333,,,,,,,
জানালায়,1,1,19,3.10754913,0.052631579,,,,,,,
জানি,5,5,162,2.408579125,0.030864198,,,,,,,
"জানি,",1,1,26,3.10754913,0.038461538,,,,,,,
জানি।,1,1,11,3.10754913,0.090909091,,,,,,,
জানিনা,1,1,27,3.10754913,0.037037037,,,,,,,
জানিস,1,1,53,3.10754913,0.018867925,,,,,,,
জানুন,1,1,90,3.10754913,0.011111111,,,,,,,
জানে,5,5,149,2.408579125,0.033557047,,,,,,,
জানে!,2,2,30,2.806519134,0.066666667,,,,,,,
"জানে,",1,1,19,3.10754913,0.052631579,,,,,,,
জানে।,2,2,30,2.806519134,0.066666667,,,,,,,
জানেন,3,3,99,2.630427875,0.03030303,,,,,,,
জানেন...,1,1,52,3.10754913,0.019230769,,,,,,,
জানেন।,1,1,17,3.10754913,0.058823529,,,,,,,
জানেনা,3,3,77,2.630427875,0.038961039,,,,,,,
জানো,3,3,158,2.630427875,0.018987342,,,,,,,
জানোয়ার,1,1,12,3.10754913,0.083333333,,,,,,,
জানোয়ারেরা,1,1,19,3.10754913,0.052631579,,,,,,,
জাপান,1,1,18,3.10754913,0.055555556,,,,,,,
জাপানি,1,1,10,3.10754913,0.1,,,,,,,
জামা,1,1,19,3.10754913,0.052631579,,,,,,,
জামানাই,1,1,83,3.10754913,0.012048193,,,,,,,
জায়গা,4,4,169,2.505489138,0.023668639,,,,,,,
জায়গায়,6,6,182,2.329397879,0.032967033,,,,,,,
জারা,1,1,11,3.10754913,0.090909091,,,,,,,
"জার্মানি,",1,1,72,3.10754913,0.013888889,,,,,,,
জালার,1,1,11,3.10754913,0.090909091,,,,,,,
জালে,1,1,71,3.10754913,0.014084507,,,,,,,
জাস,1,1,72,3.10754913,0.013888889,,,,,,,
জাস্ট,1,1,22,3.10754913,0.045454545,,,,,,,
জাহান্নামে,1,1,83,3.10754913,0.012048193,,,,,,,
জায়গায়,1,1,29,3.10754913,0.034482759,,,,,,,
জি,1,1,22,3.10754913,0.045454545,,,,,,,
জিজ্ঞাসা,2,2,28,2.806519134,0.071428571,,,,,,,
জিজ্ঞাসাবাদ,1,1,35,3.10754913,0.028571429,,,,,,,
জিজ্ঞেস,1,1,84,3.10754913,0.011904762,,,,,,,
জিততে,1,1,87,3.10754913,0.011494253,,,,,,,
জিতলে,2,2,163,2.806519134,0.012269939,,,,,,,
জিতি,1,1,9,3.10754913,0.111111111,,,,,,,
জিতিয়েছি,1,1,38,3.10754913,0.026315789,,,,,,,
জিতে,5,5,188,2.408579125,0.026595745,,,,,,,
জিতেছিস,1,1,15,3.10754913,0.066666667,,,,,,,
জিতেছে।,1,1,16,3.10754913,0.0625,,,,,,,
জিনিস,7,6,196,2.329397879,0.035714286,,,,,,,
জিনিসটা,4,4,94,2.505489138,0.042553191,,,,,,,
জিবি,1,1,47,3.10754913,0.021276596,,,,,,,
জিবি।,1,1,6,3.10754913,0.166666667,,,,,,,
জিলতে,1,1,20,3.10754913,0.05,,,,,,,
জিহাদ,1,1,38,3.10754913,0.026315789,,,,,,,
জীব,1,1,43,3.10754913,0.023255814,,,,,,,
জীবন,5,5,113,2.408579125,0.044247788,,,,,,,
জীবনকে,1,1,20,3.10754913,0.05,,,,,,,
জীবনে,5,5,100,2.408579125,0.05,,,,,,,
জীবনের,3,3,54,2.630427875,0.055555556,,,,,,,
জীবি,2,2,80,2.806519134,0.025,,,,,,,
জীবির,1,1,43,3.10754913,0.023255814,,,,,,,
জীবী,1,1,17,3.10754913,0.058823529,,,,,,,
জুটি,3,3,103,2.630427875,0.029126214,,,,,,,
জুটি।,1,1,4,3.10754913,0.25,,,,,,,
জুটির,2,2,24,2.806519134,0.083333333,,,,,,,
জুটেছে,1,1,40,3.10754913,0.025,,,,,,,
জুড়ে,1,1,41,3.10754913,0.024390244,,,,,,,
জুতা,1,1,14,3.10754913,0.071428571,,,,,,,
জুতার,1,1,6,3.10754913,0.166666667,,,,,,,
জুতিয়ে,1,1,13,3.10754913,0.076923077,,,,,,,
জুতো,2,2,28,2.806519134,0.071428571,,,,,,,
জুতোও,1,1,15,3.10754913,0.066666667,,,,,,,
জুতোর,2,2,113,2.806519134,0.017699115,,,,,,,
জুস,1,1,13,3.10754913,0.076923077,,,,,,,
জুড়লো,2,1,62,3.10754913,0.032258065,,,,,,,
জুড়ে,3,3,109,2.630427875,0.027522936,,,,,,,
জেএনইউর,1,1,14,3.10754913,0.071428571,,,,,,,
জেগে,1,1,39,3.10754913,0.025641026,,,,,,,
জেতা,1,1,44,3.10754913,0.022727273,,,,,,,
"জেতাই,",1,1,15,3.10754913,0.066666667,,,,,,,
জেতে,2,1,132,3.10754913,0.015151515,,,,,,,
জেতেন।,1,1,5,3.10754913,0.2,,,,,,,
জেনারেশন,1,1,21,3.10754913,0.047619048,,,,,,,
জেনে,3,3,60,2.630427875,0.05,,,,,,,
জেনেছেন,1,1,73,3.10754913,0.01369863,,,,,,,
জেল,1,1,50,3.10754913,0.02,,,,,,,
জেলখাটা,3,3,53,2.630427875,0.056603774,,,,,,,
জেলা,2,2,63,2.806519134,0.031746032,,,,,,,
জেলে,8,7,104,2.26245109,0.076923077,,,,,,,
"জেলে,",1,1,13,3.10754913,0.076923077,,,,,,,
জেলের,2,2,43,2.806519134,0.046511628,,,,,,,
জোগাড়,3,3,138,2.630427875,0.02173913,,,,,,,
জোগাতে,1,1,126,3.10754913,0.007936508,,,,,,,
জোট,1,1,43,3.10754913,0.023255814,,,,,,,
"জোড়,",1,1,20,3.10754913,0.05,,,,,,,
জোনকেই,1,1,8,3.10754913,0.125,,,,,,,
জোয়ারে,3,2,107,2.806519134,0.028037383,,,,,,,
জোর,5,5,293,2.408579125,0.017064846,,,,,,,
জোরালো,1,1,45,3.10754913,0.022222222,,,,,,,
জ্ঞান,5,5,162,2.408579125,0.030864198,,,,,,,
"জ্ঞানী,,,",1,1,47,3.10754913,0.021276596,,,,,,,
জ্ঞানের,2,1,51,3.10754913,0.039215686,,,,,,,
জ্বালাতন,1,1,4,3.10754913,0.25,,,,,,,
জ্বালানো,1,1,37,3.10754913,0.027027027,,,,,,,
জ্বালায়,1,1,19,3.10754913,0.052631579,,,,,,,
জ্যোতিষ,1,1,47,3.10754913,0.021276596,,,,,,,
জয়,7,4,188,2.505489138,0.037234043,,,,,,,
জয়।,4,1,48,3.10754913,0.083333333,,,,,,,
জয়েন,1,1,20,3.10754913,0.05,,,,,,,
ঝড়,1,1,14,3.10754913,0.071428571,,,,,,,
ঝড়ে,3,3,67,2.630427875,0.044776119,,,,,,,
ঝরে,1,1,16,3.10754913,0.0625,,,,,,,
ঝাঁপ,1,1,10,3.10754913,0.1,,,,,,,
ঝাকানাকা,1,1,80,3.10754913,0.0125,,,,,,,
ঝাটা,1,1,79,3.10754913,0.012658228,,,,,,,
ঝান্ডা,2,2,86,2.806519134,0.023255814,,,,,,,
ঝাপ,1,1,18,3.10754913,0.055555556,,,,,,,
ঝাপটা,1,1,36,3.10754913,0.027777778,,,,,,,
ঝামা,1,1,51,3.10754913,0.019607843,,,,,,,
ঝামেলা,3,3,96,2.630427875,0.03125,,,,,,,
ঝার,1,1,19,3.10754913,0.052631579,,,,,,,
"ঝাড়ছে,",1,1,19,3.10754913,0.052631579,,,,,,,
"ঝুঁকি,",1,1,25,3.10754913,0.04,,,,,,,
ঝুলি,1,1,11,3.10754913,0.090909091,,,,,,,
ঝড়,1,1,36,3.10754913,0.027777778,,,,,,,
টকে,1,1,20,3.10754913,0.05,,,,,,,
টনক,1,1,62,3.10754913,0.016129032,,,,,,,
টনটন,1,1,63,3.10754913,0.015873016,,,,,,,
টপিকই,1,1,34,3.10754913,0.029411765,,,,,,,
টমেটো....,1,1,4,3.10754913,0.25,,,,,,,
টা,61,58,1703,1.344121136,0.035819143,,,,,,,
টা...অনেক,1,1,7,3.10754913,0.142857143,,,,,,,
টাই,3,3,93,2.630427875,0.032258065,,,,,,,
টাইট,1,1,28,3.10754913,0.035714286,,,,,,,
টাইপের।,1,1,18,3.10754913,0.055555556,,,,,,,
টাইমস,1,1,137,3.10754913,0.00729927,,,,,,,
টাও,1,1,83,3.10754913,0.012048193,,,,,,,
টাওয়ার,1,1,54,3.10754913,0.018518519,,,,,,,
টাকা,37,30,1037,1.630427875,0.035679846,,,,,,,
"টাকা,কোনো",1,1,14,3.10754913,0.071428571,,,,,,,
টাকা...,1,1,16,3.10754913,0.0625,,,,,,,
টাকাগুলো,1,1,10,3.10754913,0.1,,,,,,,
টাকায়,1,1,15,3.10754913,0.066666667,,,,,,,
টাকার,6,6,146,2.329397879,0.04109589,,,,,,,
টাকায়,1,1,6,3.10754913,0.166666667,,,,,,,
টাকে,4,4,122,2.505489138,0.032786885,,,,,,,
টাটা,1,1,31,3.10754913,0.032258065,,,,,,,
টাট্টু,2,1,25,3.10754913,0.08,,,,,,,
টানা,1,1,10,3.10754913,0.1,,,,,,,
টানাটানি,1,1,26,3.10754913,0.038461538,,,,,,,
টানার,1,1,17,3.10754913,0.058823529,,,,,,,
টানিয়ে,1,1,14,3.10754913,0.071428571,,,,,,,
টাবা,1,1,16,3.10754913,0.0625,,,,,,,
টার,1,1,8,3.10754913,0.125,,,,,,,
টার্গেট,2,2,25,2.806519134,0.08,,,,,,,
টার্ম।,1,1,19,3.10754913,0.052631579,,,,,,,
টি,4,3,30,2.630427875,0.133333333,,,,,,,
টি।,1,1,37,3.10754913,0.027027027,,,,,,,
টিউব,1,1,41,3.10754913,0.024390244,,,,,,,
টিউশান,1,1,37,3.10754913,0.027027027,,,,,,,
টিকা,1,1,15,3.10754913,0.066666667,,,,,,,
টিকিট,4,4,209,2.505489138,0.019138756,,,,,,,
টিকিয়ে,1,1,63,3.10754913,0.015873016,,,,,,,
টিকেল,1,1,30,3.10754913,0.033333333,,,,,,,
টিচার,2,2,66,2.806519134,0.03030303,,,,,,,
টিনি,1,1,6,3.10754913,0.166666667,,,,,,,
টিপসই,1,1,33,3.10754913,0.03030303,,,,,,,
টিপে,1,1,23,3.10754913,0.043478261,,,,,,,
টিভি,1,1,16,3.10754913,0.0625,,,,,,,
টিভির,1,1,33,3.10754913,0.03030303,,,,,,,
টিমে,1,1,9,3.10754913,0.111111111,,,,,,,
টির,1,1,20,3.10754913,0.05,,,,,,,
টুকরে,1,1,12,3.10754913,0.083333333,,,,,,,
টুকু,1,1,46,3.10754913,0.02173913,,,,,,,
টুর্নামেন্ট,2,1,62,3.10754913,0.032258065,,,,,,,
টুর্নামেন্টে,1,1,62,3.10754913,0.016129032,,,,,,,
টুল,1,1,18,3.10754913,0.055555556,,,,,,,
টুলকিট,1,1,27,3.10754913,0.037037037,,,,,,,
টে,1,1,33,3.10754913,0.03030303,,,,,,,
টেই,1,1,10,3.10754913,0.1,,,,,,,
টেট,1,1,27,3.10754913,0.037037037,,,,,,,
টেনশন,1,1,20,3.10754913,0.05,,,,,,,
টেনে,4,4,182,2.505489138,0.021978022,,,,,,,
টেলিকাস্ট,1,1,18,3.10754913,0.055555556,,,,,,,
টেস্ট,2,2,38,2.806519134,0.052631579,,,,,,,
টেস্টে,1,1,19,3.10754913,0.052631579,,,,,,,
টো,1,1,20,3.10754913,0.05,,,,,,,
"টোটকা,,,,",1,1,11,3.10754913,0.090909091,,,,,,,
টোটো,1,1,17,3.10754913,0.058823529,,,,,,,
ট্যালেন্ট,1,1,42,3.10754913,0.023809524,,,,,,,
ট্যাস্ক,1,1,16,3.10754913,0.0625,,,,,,,
ট্রায়ালে,1,1,72,3.10754913,0.013888889,,,,,,,
ট্রায়ালে,1,1,47,3.10754913,0.021276596,,,,,,,
ট্রিটমেন্ট,1,1,6,3.10754913,0.166666667,,,,,,,
ট্রেন,1,1,33,3.10754913,0.03030303,,,,,,,
ঠাওর,1,1,9,3.10754913,0.111111111,,,,,,,
ঠাকুমার,1,1,11,3.10754913,0.090909091,,,,,,,
ঠাকুরনগর,1,1,61,3.10754913,0.016393443,,,,,,,
ঠাকুরের,1,1,37,3.10754913,0.027027027,,,,,,,
ঠাকে,1,1,29,3.10754913,0.034482759,,,,,,,
ঠাটিয়ে,1,1,29,3.10754913,0.034482759,,,,,,,
ঠাণ্ডা,1,1,33,3.10754913,0.03030303,,,,,,,
ঠান্ডা,1,1,15,3.10754913,0.066666667,,,,,,,
ঠান্ডার,1,1,6,3.10754913,0.166666667,,,,,,,
ঠিক,36,35,1164,1.563481085,0.030927835,,,,,,,
"ঠিক,",5,5,135,2.408579125,0.037037037,,,,,,,
"ঠিক,,",1,1,19,3.10754913,0.052631579,,,,,,,
ঠিক।,1,1,14,3.10754913,0.071428571,,,,,,,
ঠিকই,5,5,224,2.408579125,0.022321429,,,,,,,
ঠিকমতো,1,1,22,3.10754913,0.045454545,,,,,,,
ঠিকাচে.....,1,1,23,3.10754913,0.043478261,,,,,,,
ঠেকাবে,1,1,23,3.10754913,0.043478261,,,,,,,
ঠেকের,1,1,18,3.10754913,0.055555556,,,,,,,
ঠেলা,1,1,11,3.10754913,0.090909091,,,,,,,
ঠেলে,1,1,67,3.10754913,0.014925373,,,,,,,
ঠোঁট,1,1,25,3.10754913,0.04,,,,,,,
ডক্টরকে,1,1,20,3.10754913,0.05,,,,,,,
ডলি,1,1,17,3.10754913,0.058823529,,,,,,,
ডাইরি,1,1,20,3.10754913,0.05,,,,,,,
ডাউন,1,1,54,3.10754913,0.018518519,,,,,,,
ডাকতে,1,1,11,3.10754913,0.090909091,,,,,,,
ডাকতে🙃🙃🙃,1,1,11,3.10754913,0.090909091,,,,,,,
ডাকবে?,1,1,28,3.10754913,0.035714286,,,,,,,
ডাকলে,1,1,23,3.10754913,0.043478261,,,,,,,
ডাকলেই,1,1,22,3.10754913,0.045454545,,,,,,,
ডাকা,2,1,38,3.10754913,0.052631579,,,,,,,
ডাকাডাকি,1,1,37,3.10754913,0.027027027,,,,,,,
ডাক্টার,1,1,7,3.10754913,0.142857143,,,,,,,
ডাক্তার,1,1,19,3.10754913,0.052631579,,,,,,,
ডান্ডিয়া,1,1,7,3.10754913,0.142857143,,,,,,,
ডান্স,1,1,17,3.10754913,0.058823529,,,,,,,
ডায়লগের,1,1,10,3.10754913,0.1,,,,,,,
ডায়াবেটিস,1,1,16,3.10754913,0.0625,,,,,,,
ডাল,1,1,27,3.10754913,0.037037037,,,,,,,
ডায়লগ,1,1,19,3.10754913,0.052631579,,,,,,,
ডায়ালগ!,1,1,2,3.10754913,0.5,,,,,,,
ডি,1,1,34,3.10754913,0.029411765,,,,,,,
ডিকন্সট্রাকশনগুলো,1,1,17,3.10754913,0.058823529,,,,,,,
ডিজিটাল,1,1,19,3.10754913,0.052631579,,,,,,,
ডিন,1,1,53,3.10754913,0.018867925,,,,,,,
ডিপলি,1,1,10,3.10754913,0.1,,,,,,,
ডিরেক্ট,1,1,47,3.10754913,0.021276596,,,,,,,
"ডিশে,",1,1,20,3.10754913,0.05,,,,,,,
ডিসলভড,1,1,47,3.10754913,0.021276596,,,,,,,
ডিস্ট্রিক্ট,1,1,71,3.10754913,0.014084507,,,,,,,
ডুকবে,1,1,21,3.10754913,0.047619048,,,,,,,
ডুপার,1,1,10,3.10754913,0.1,,,,,,,
ডুবে,1,1,37,3.10754913,0.027027027,,,,,,,
ডুম,3,1,42,3.10754913,0.071428571,,,,,,,
ড্যাডি,1,1,8,3.10754913,0.125,,,,,,,
ড্যাডি😂🤣,1,1,8,3.10754913,0.125,,,,,,,
ড্রিংস,1,1,10,3.10754913,0.1,,,,,,,
ড্রেনের,1,1,5,3.10754913,0.2,,,,,,,
ড্রেস,2,2,108,2.806519134,0.018518519,,,,,,,
ঢপ,2,2,68,2.806519134,0.029411765,,,,,,,
ঢলা,1,1,19,3.10754913,0.052631579,,,,,,,
ঢলাঢলি,1,1,11,3.10754913,0.090909091,,,,,,,
"ঢলি!
কলিকাতার",1,1,19,3.10754913,0.052631579,,,,,,,
ঢাকতে,3,2,28,2.806519134,0.107142857,,,,,,,
ঢাকা,2,2,39,2.806519134,0.051282051,,,,,,,
ঢাকায়,1,1,23,3.10754913,0.043478261,,,,,,,
ঢাকার,1,1,7,3.10754913,0.142857143,,,,,,,
ঢুকিয়ে,1,1,52,3.10754913,0.019230769,,,,,,,
ঢুকিয়ে,1,1,116,3.10754913,0.00862069,,,,,,,
ঢুকে,5,5,300,2.408579125,0.016666667,,,,,,,
ঢুকেছে,1,1,21,3.10754913,0.047619048,,,,,,,
ঢুকেছে।,1,1,3,3.10754913,0.333333333,,,,,,,
ঢেমনা।,1,1,6,3.10754913,0.166666667,,,,,,,
ঢেমনি,2,2,25,2.806519134,0.08,,,,,,,
ঢোকাক।,1,1,13,3.10754913,0.076923077,,,,,,,
ঢোকাতে,1,1,52,3.10754913,0.019230769,,,,,,,
